annee;code_NAF5;libelle_NAF5;sexe
2017;4711D;Supermarchés;Femmes
2017;4711D;Supermarchés;Hommes
2017;4711E;Magasins multi-commerces;Femmes
2017;4711E;Magasins multi-commerces;Hommes
2017;4711F;Hypermarchés;Femmes
2017;4711F;Hypermarchés;Hommes
2017;4719A;Grands magasins;Femmes
2017;4719A;Grands magasins;Hommes
2017;4719B;Autres commerces de détail en magasin non spécialisé;Femmes
2017;4719B;Autres commerces de détail en magasin non spécialisé;Hommes
2017;4721Z;Commerce de détail de fruits et légumes en magasin spécialisé;Femmes
2017;4721Z;Commerce de détail de fruits et légumes en magasin spécialisé;Hommes
2017;4722Z;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;Femmes
2017;4722Z;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;Hommes
2017;4723Z;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;Femmes
2017;4723Z;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;Hommes
2017;4724Z;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;Femmes
2017;4724Z;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;Hommes
2017;4725Z;Commerce de détail de boissons en magasin spécialisé;Femmes
2017;4725Z;Commerce de détail de boissons en magasin spécialisé;Hommes
2017;4726Z;Commerce de détail de produits à base de tabac en magasin spécialisé;Femmes
2017;4726Z;Commerce de détail de produits à base de tabac en magasin spécialisé;Hommes
2017;4729Z;Autres commerces de détail alimentaires en magasin spécialisé;Femmes
2017;4729Z;Autres commerces de détail alimentaires en magasin spécialisé;Hommes
2017;4730Z;Commerce de détail de carburants en magasin spécialisé;Femmes
2017;4730Z;Commerce de détail de carburants en magasin spécialisé;Hommes
2017;4741Z;Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé;Femmes
2017;4741Z;Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé;Hommes
2017;4742Z;Commerce de détail de matériels de télécommunication en magasin spécialisé;Femmes
2017;4742Z;Commerce de détail de matériels de télécommunication en magasin spécialisé;Hommes
2017;4743Z;Commerce de détail de matériels audio et vidéo en magasin spécialisé;Femmes
2017;4743Z;Commerce de détail de matériels audio et vidéo en magasin spécialisé;Hommes
2017;4751Z;Commerce de détail de textiles en magasin spécialisé;Femmes
2017;4751Z;Commerce de détail de textiles en magasin spécialisé;Hommes
2017;4752A;Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²);Femmes
2017;4752A;Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²);Hommes
2017;4752B;Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m² et plus);Femmes
2017;4752B;Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m² et plus);Hommes
2017;4753Z;Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé;Femmes
2017;4753Z;Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé;Hommes
2017;4754Z;Commerce de détail d'appareils électroménagers en magasin spécialisé;Femmes
2017;4754Z;Commerce de détail d'appareils électroménagers en magasin spécialisé;Hommes
2017;4759A;Commerce de détail de meubles;Femmes
2017;4759A;Commerce de détail de meubles;Hommes
2017;4759B;Commerce de détail d'autres équipements du foyer;Femmes
2017;4759B;Commerce de détail d'autres équipements du foyer;Hommes
2017;4761Z;Commerce de détail de livres en magasin spécialisé;Femmes
2017;4761Z;Commerce de détail de livres en magasin spécialisé;Hommes
2017;4762Z;Commerce de détail de journaux et papeterie en magasin spécialisé;Femmes
2017;4762Z;Commerce de détail de journaux et papeterie en magasin spécialisé;Hommes
2017;4763Z;Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé;Femmes
2017;4763Z;Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé;Hommes
2017;4764Z;Commerce de détail d'articles de sport en magasin spécialisé;Femmes
2017;4764Z;Commerce de détail d'articles de sport en magasin spécialisé;Hommes
2017;4765Z;Commerce de détail de jeux et jouets en magasin spécialisé;Femmes
2017;4765Z;Commerce de détail de jeux et jouets en magasin spécialisé;Hommes
2017;4771Z;Commerce de détail d'habillement en magasin spécialisé;Femmes
2017;4771Z;Commerce de détail d'habillement en magasin spécialisé;Hommes
2017;4772A;Commerce de détail de la chaussure;Femmes
2017;4772A;Commerce de détail de la chaussure;Hommes
2017;4772B;Commerce de détail de maroquinerie et d'articles de voyage;Femmes
2017;4772B;Commerce de détail de maroquinerie et d'articles de voyage;Hommes
2017;4773Z;Commerce de détail de produits pharmaceutiques en magasin spécialisé;Femmes
2017;4773Z;Commerce de détail de produits pharmaceutiques en magasin spécialisé;Hommes
2017;4774Z;Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé;Femmes
2017;4774Z;Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé;Hommes
2017;4775Z;Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé;Femmes
2017;4775Z;Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé;Hommes
2017;4776Z;Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé;Femmes
2017;4776Z;Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé;Hommes
2017;4777Z;Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé;Femmes
2017;4777Z;Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé;Hommes
2017;4778A;Commerces de détail d'optique;Femmes
2017;4778A;Commerces de détail d'optique;Hommes
2017;4778B;Commerces de détail de charbons et combustibles;Femmes
2017;4778B;Commerces de détail de charbons et combustibles;Hommes
2017;4778C;Autres commerces de détail spécialisés divers;Femmes
2017;4778C;Autres commerces de détail spécialisés divers;Hommes
2017;4779Z;Commerce de détail de biens d'occasion en magasin;Femmes
2017;4779Z;Commerce de détail de biens d'occasion en magasin;Hommes
2017;4781Z;Commerce de détail alimentaire sur éventaires et marchés;Femmes
2017;4781Z;Commerce de détail alimentaire sur éventaires et marchés;Hommes
2017;4782Z;Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés;Femmes
2017;4782Z;Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés;Hommes
2017;4789Z;Autres commerces de détail sur éventaires et marchés;Femmes
2017;4789Z;Autres commerces de détail sur éventaires et marchés;Hommes
2017;4791A;Vente à distance sur catalogue général;Femmes
2017;4791A;Vente à distance sur catalogue général;Hommes
2017;4791B;Vente à distance sur catalogue spécialisé;Femmes
2017;4791B;Vente à distance sur catalogue spécialisé;Hommes
2017;4799A;Vente à domicile;Femmes
2017;4799A;Vente à domicile;Hommes
2017;4799B;Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.;Femmes
2017;4799B;Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.;Hommes
2017;4910Z;Transport ferroviaire interurbain de voyageurs;Femmes
2017;4910Z;Transport ferroviaire interurbain de voyageurs;Hommes
2017;4920Z;Transports ferroviaires de fret;Femmes
2017;4920Z;Transports ferroviaires de fret;Hommes
2017;4931Z;Transports urbains et suburbains de voyageurs;Femmes
2017;4931Z;Transports urbains et suburbains de voyageurs;Hommes
2017;4932Z;Transports de voyageurs par taxis;Femmes
2017;4932Z;Transports de voyageurs par taxis;Hommes
2017;4939A;Transports routiers réguliers de voyageurs;Femmes
2017;4939A;Transports routiers réguliers de voyageurs;Hommes
2017;4939B;Autres transports routiers de voyageurs;Femmes
2017;4939B;Autres transports routiers de voyageurs;Hommes
2017;4939C;Téléphériques et remontées mécaniques;Femmes
2017;4939C;Téléphériques et remontées mécaniques;Hommes
2017;4941A;Transports routiers de fret interurbains;Femmes
2017;4941A;Transports routiers de fret interurbains;Hommes
2017;4941B;Transports routiers de fret de proximité;Femmes
2017;4941B;Transports routiers de fret de proximité;Hommes
2017;4941C;Location de camions avec chauffeur;Femmes
2017;4941C;Location de camions avec chauffeur;Hommes
2017;4942Z;Services de déménagement;Femmes
2017;4942Z;Services de déménagement;Hommes
2017;4950Z;Transports par conduites;Femmes
2017;4950Z;Transports par conduites;Hommes
2017;5010Z;Transports maritimes et côtiers de passagers;Femmes
2017;5010Z;Transports maritimes et côtiers de passagers;Hommes
2017;5020Z;Transports maritimes et côtiers de fret;Femmes
2017;5020Z;Transports maritimes et côtiers de fret;Hommes
2017;5030Z;Transports fluviaux de passagers;Femmes
2017;5030Z;Transports fluviaux de passagers;Hommes
2017;5040Z;Transports fluviaux de fret;Femmes
2017;5040Z;Transports fluviaux de fret;Hommes
2017;5110Z;Transports aériens de passagers;Femmes
2017;5110Z;Transports aériens de passagers;Hommes
2017;5121Z;Transports aériens de fret;Femmes
2017;5121Z;Transports aériens de fret;Hommes
2017;5122Z;Transports spatiaux;Femmes
2017;5122Z;Transports spatiaux;Hommes
2017;5210A;Entreposage et stockage frigorifique;Femmes
2017;5210A;Entreposage et stockage frigorifique;Hommes
2017;5210B;Entreposage et stockage non frigorifique;Femmes
2017;5210B;Entreposage et stockage non frigorifique;Hommes
2017;5221Z;Services auxiliaires des transports terrestres;Femmes
2017;5221Z;Services auxiliaires des transports terrestres;Hommes
2017;5222Z;Services auxiliaires des transports par eau;Femmes
2017;5222Z;Services auxiliaires des transports par eau;Hommes
2017;5223Z;Services auxiliaires des transports aériens;Femmes
2017;5223Z;Services auxiliaires des transports aériens;Hommes
2017;5224A;Manutention portuaire;Femmes
2017;5224A;Manutention portuaire;Hommes
2017;5224B;Manutention non portuaire;Femmes
2017;5224B;Manutention non portuaire;Hommes
2017;5229A;Messagerie, fret express;Femmes
2017;5229A;Messagerie, fret express;Hommes
2017;5229B;Affrètement et organisation des transports;Femmes
2017;5229B;Affrètement et organisation des transports;Hommes
2017;5310Z;Activités de poste dans le cadre d'une obligation de service universel;Femmes
2017;5310Z;Activités de poste dans le cadre d'une obligation de service universel;Hommes
2017;5320Z;Autres activités de poste et de courrier;Femmes
2017;5320Z;Autres activités de poste et de courrier;Hommes
2017;5510Z;Hôtels et hébergement similaire;Femmes
2017;5510Z;Hôtels et hébergement similaire;Hommes
2017;5520Z;Hébergement touristique et autre hébergement de courte durée;Femmes
2017;5520Z;Hébergement touristique et autre hébergement de courte durée;Hommes
2017;5530Z;Terrains de camping et parcs pour caravanes ou véhicules de loisirs;Femmes
2017;5530Z;Terrains de camping et parcs pour caravanes ou véhicules de loisirs;Hommes
2017;5590Z;Autres hébergements;Femmes
2017;5590Z;Autres hébergements;Hommes
2017;5610A;Restauration traditionnelle;Femmes
2017;5610A;Restauration traditionnelle;Hommes
2017;5610B;Cafétérias et autres libres-services;Femmes
2017;5610B;Cafétérias et autres libres-services;Hommes
2017;5610C;Restauration de type rapide;Femmes
2017;5610C;Restauration de type rapide;Hommes
2017;5621Z;Services des traiteurs;Femmes
2017;5621Z;Services des traiteurs;Hommes
2017;5629A;Restauration collective sous contrat;Femmes
2017;5629A;Restauration collective sous contrat;Hommes
2017;5629B;Autres services de restauration n.c.a.;Femmes
2017;5629B;Autres services de restauration n.c.a.;Hommes
2017;5630Z;Débits de boissons;Femmes
2017;5630Z;Débits de boissons;Hommes
2017;5811Z;Édition de livres;Femmes
2017;5811Z;Édition de livres;Hommes
2017;5812Z;Édition de répertoires et de fichiers d'adresses;Femmes
2017;5812Z;Édition de répertoires et de fichiers d'adresses;Hommes
2017;5813Z;Édition de journaux;Femmes
2017;5813Z;Édition de journaux;Hommes
2017;5814Z;Édition de revues et périodiques;Femmes
2017;5814Z;Édition de revues et périodiques;Hommes
2017;5819Z;Autres activités d'édition;Femmes
2017;5819Z;Autres activités d'édition;Hommes
2017;5821Z;Édition de jeux électroniques;Femmes
2017;5821Z;Édition de jeux électroniques;Hommes
2017;5829A;Édition de logiciels système et de réseau;Femmes
2017;5829A;Édition de logiciels système et de réseau;Hommes
2017;5829B;Édition de logiciels outils de développement et de langages;Femmes
2017;5829B;Édition de logiciels outils de développement et de langages;Hommes
2017;5829C;Édition de logiciels applicatifs;Femmes
2017;5829C;Édition de logiciels applicatifs;Hommes
2017;5911A;Production de films et de programmes pour la télévision;Femmes
2017;5911A;Production de films et de programmes pour la télévision;Hommes
2017;5911B;Production de films institutionnels et publicitaires;Femmes
2017;5911B;Production de films institutionnels et publicitaires;Hommes
2017;5911C;Production de films pour le cinéma;Femmes
2017;5911C;Production de films pour le cinéma;Hommes
2017;5912Z;Post-production de films cinématographiques, de vidéo et de programmes de télévision;Femmes
2017;5912Z;Post-production de films cinématographiques, de vidéo et de programmes de télévision;Hommes
2017;5913A;Distribution de films cinématographiques;Femmes
2017;5913A;Distribution de films cinématographiques;Hommes
2017;5913B;Édition et distribution vidéo;Femmes
2017;5913B;Édition et distribution vidéo;Hommes
2017;5914Z;Projection de films cinématographiques;Femmes
2017;5914Z;Projection de films cinématographiques;Hommes
2017;5920Z;Enregistrement sonore et édition musicale;Femmes
2017;5920Z;Enregistrement sonore et édition musicale;Hommes
2017;6010Z;Édition et diffusion de programmes radio;Femmes
2017;6010Z;Édition et diffusion de programmes radio;Hommes
2017;6020A;Édition de chaînes généralistes;Femmes
2017;6020A;Édition de chaînes généralistes;Hommes
2017;6020B;Édition de chaînes thématiques;Femmes
2017;6020B;Édition de chaînes thématiques;Hommes
2017;6110Z;Télécommunications filaires;Femmes
2017;6110Z;Télécommunications filaires;Hommes
2017;6120Z;Télécommunications sans fil;Femmes
2017;6120Z;Télécommunications sans fil;Hommes
2017;6130Z;Télécommunications par satellite;Femmes
2017;6130Z;Télécommunications par satellite;Hommes
2017;6190Z;Autres activités de télécommunication;Femmes
2017;6190Z;Autres activités de télécommunication;Hommes
2017;6201Z;Programmation informatique;Femmes
2017;6201Z;Programmation informatique;Hommes
2017;6202A;Conseil en systèmes et logiciels informatiques;Femmes
2017;6202A;Conseil en systèmes et logiciels informatiques;Hommes
2017;6202B;Tierce maintenance de systèmes et d'applications informatiques;Femmes
2017;6202B;Tierce maintenance de systèmes et d'applications informatiques;Hommes
2017;6203Z;Gestion d'installations informatiques;Femmes
2017;6203Z;Gestion d'installations informatiques;Hommes
2017;6209Z;Autres activités informatiques;Femmes
2017;6209Z;Autres activités informatiques;Hommes
2017;6311Z;Traitement de données, hébergement et activités connexes;Femmes
2017;6311Z;Traitement de données, hébergement et activités connexes;Hommes
2017;6312Z;Portails Internet;Femmes
2017;6312Z;Portails Internet;Hommes
2017;6391Z;Activités des agences de presse;Femmes
2017;6391Z;Activités des agences de presse;Hommes
2017;6399Z;Autres services d'information n.c.a.;Femmes
2017;6399Z;Autres services d'information n.c.a.;Hommes
2017;6411Z;Activités de banque centrale;Femmes
2017;6411Z;Activités de banque centrale;Hommes
2017;6419Z;Autres intermédiations monétaires;Femmes
2017;6419Z;Autres intermédiations monétaires;Hommes
2017;6420Z;Activités des sociétés holding;Femmes
2017;6420Z;Activités des sociétés holding;Hommes
2017;6430Z;Fonds de placement et entités financières similaires;Femmes
2017;6430Z;Fonds de placement et entités financières similaires;Hommes
2017;6491Z;Crédit-bail;Femmes
2017;6491Z;Crédit-bail;Hommes
2017;6492Z;Autre distribution de crédit;Femmes
2017;6492Z;Autre distribution de crédit;Hommes
2017;6499Z;Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.;Femmes
2017;6499Z;Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.;Hommes
2017;6511Z;Assurance vie;Femmes
2017;6511Z;Assurance vie;Hommes
2017;6512Z;Autres assurances;Femmes
2017;6512Z;Autres assurances;Hommes
2017;6520Z;Réassurance;Femmes
2017;6520Z;Réassurance;Hommes
2017;6530Z;Caisses de retraite;Femmes
2017;6530Z;Caisses de retraite;Hommes
2017;6611Z;Administration de marchés financiers;Femmes
2017;6611Z;Administration de marchés financiers;Hommes
2017;6612Z;Courtage de valeurs mobilières et de marchandises;Femmes
2017;6612Z;Courtage de valeurs mobilières et de marchandises;Hommes
2017;6619A;Supports juridiques de gestion de patrimoine mobilier;Femmes
2017;6619A;Supports juridiques de gestion de patrimoine mobilier;Hommes
2017;6619B;Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.;Femmes
2017;6619B;Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.;Hommes
2017;6621Z;Évaluation des risques et dommages;Femmes
2017;6621Z;Évaluation des risques et dommages;Hommes
2017;6622Z;Activités des agents et courtiers d'assurances;Femmes
2017;6622Z;Activités des agents et courtiers d'assurances;Hommes
2017;6629Z;Autres activités auxiliaires d'assurance et de caisses de retraite;Femmes
2017;6629Z;Autres activités auxiliaires d'assurance et de caisses de retraite;Hommes
2017;6630Z;Gestion de fonds;Femmes
2017;6630Z;Gestion de fonds;Hommes
2017;6810Z;Activités des marchands de biens immobiliers;Femmes
2017;6810Z;Activités des marchands de biens immobiliers;Hommes
2017;6820A;Location de logements;Femmes
2017;6820A;Location de logements;Hommes
2017;6820B;Location de terrains et d'autres biens immobiliers;Femmes
2017;6820B;Location de terrains et d'autres biens immobiliers;Hommes
2017;6831Z;Agences immobilières;Femmes
2017;6831Z;Agences immobilières;Hommes
2017;6832A;Administration d'immeubles et autres biens immobiliers;Femmes
2017;6832A;Administration d'immeubles et autres biens immobiliers;Hommes
2017;6832B;Supports juridiques de gestion de patrimoine immobilier;Femmes
2017;6832B;Supports juridiques de gestion de patrimoine immobilier;Hommes
2017;6910Z;Activités juridiques;Femmes
2017;6910Z;Activités juridiques;Hommes
2017;6920Z;Activités comptables;Femmes
2017;6920Z;Activités comptables;Hommes
2017;7010Z;Activités des sièges sociaux;Femmes
2017;7010Z;Activités des sièges sociaux;Hommes
2017;7021Z;Conseil en relations publiques et communication;Femmes
2017;7021Z;Conseil en relations publiques et communication;Hommes
2017;7022Z;Conseil pour les affaires et autres conseils de gestion;Femmes
2017;7022Z;Conseil pour les affaires et autres conseils de gestion;Hommes
2017;7111Z;Activités d'architecture;Femmes
2017;7111Z;Activités d'architecture;Hommes
2017;7112A;Activité des géomètres;Femmes
2017;7112A;Activité des géomètres;Hommes
2017;7112B;Ingénierie, études techniques;Femmes
2017;7112B;Ingénierie, études techniques;Hommes
2017;7120A;Contrôle technique automobile;Femmes
2017;7120A;Contrôle technique automobile;Hommes
2017;7120B;Analyses, essais et inspections techniques;Femmes
2017;7120B;Analyses, essais et inspections techniques;Hommes
2017;7211Z;Recherche-développement en biotechnologie;Femmes
2017;7211Z;Recherche-développement en biotechnologie;Hommes
2017;7219Z;Recherche-développement en autres sciences physiques et naturelles;Femmes
2017;7219Z;Recherche-développement en autres sciences physiques et naturelles;Hommes
2017;7220Z;Recherche-développement en sciences humaines et sociales;Femmes
2017;7220Z;Recherche-développement en sciences humaines et sociales;Hommes
2017;7311Z;Activités des agences de publicité;Femmes
2017;7311Z;Activités des agences de publicité;Hommes
2017;7312Z;Régie publicitaire de médias;Femmes
2017;7312Z;Régie publicitaire de médias;Hommes
2017;7320Z;Études de marché et sondages;Femmes
2017;7320Z;Études de marché et sondages;Hommes
2017;7410Z;Activités spécialisées de design;Femmes
2017;7410Z;Activités spécialisées de design;Hommes
2017;7420Z;Activités photographiques;Femmes
2017;7420Z;Activités photographiques;Hommes
2017;7430Z;Traduction et interprétation;Femmes
2017;7430Z;Traduction et interprétation;Hommes
2017;7490A;Activité des économistes de la construction;Femmes
2017;7490A;Activité des économistes de la construction;Hommes
2017;7490B;Activités spécialisées, scientifiques et techniques diverses;Femmes
2017;7490B;Activités spécialisées, scientifiques et techniques diverses;Hommes
2017;7500Z;Activités vétérinaires;Femmes
2017;7500Z;Activités vétérinaires;Hommes
2017;7711A;Location de courte durée de voitures et de véhicules automobiles légers;Femmes
2017;7711A;Location de courte durée de voitures et de véhicules automobiles légers;Hommes
2017;7711B;Location de longue durée de voitures et de véhicules automobiles légers;Femmes
2017;7711B;Location de longue durée de voitures et de véhicules automobiles légers;Hommes
2017;7712Z;Location et location-bail de camions;Femmes
2017;7712Z;Location et location-bail de camions;Hommes
2017;7721Z;Location et location-bail d'articles de loisirs et de sport;Femmes
2017;7721Z;Location et location-bail d'articles de loisirs et de sport;Hommes
2017;7722Z;Location de vidéocassettes et disques vidéo;Femmes
2017;7722Z;Location de vidéocassettes et disques vidéo;Hommes
2017;7729Z;Location et location-bail d'autres biens personnels et domestiques;Femmes
2017;7729Z;Location et location-bail d'autres biens personnels et domestiques;Hommes
2017;7731Z;Location et location-bail de machines et équipements agricoles;Femmes
2017;7731Z;Location et location-bail de machines et équipements agricoles;Hommes
2017;7732Z;Location et location-bail de machines et équipements pour la construction;Femmes
2017;7732Z;Location et location-bail de machines et équipements pour la construction;Hommes
2017;7733Z;Location et location-bail de machines de bureau et de matériel informatique;Femmes
2017;7733Z;Location et location-bail de machines de bureau et de matériel informatique;Hommes
2017;7734Z;Location et location-bail de matériels de transport par eau;Femmes
2017;7734Z;Location et location-bail de matériels de transport par eau;Hommes
2017;7735Z;Location et location-bail de matériels de transport aérien;Femmes
2017;7735Z;Location et location-bail de matériels de transport aérien;Hommes
2017;7739Z;Location et location-bail d'autres machines, équipements et biens matériels n.c.a.;Femmes
2017;7739Z;Location et location-bail d'autres machines, équipements et biens matériels n.c.a.;Hommes
2017;7740Z;Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright;Femmes
2017;7740Z;Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright;Hommes
2017;7810Z;Activités des agences de placement de main-d'œuvre;Femmes
2017;7810Z;Activités des agences de placement de main-d'œuvre;Hommes
2017;7820Z;Activités des agences de travail temporaire;Femmes
2017;7820Z;Activités des agences de travail temporaire;Hommes
2017;7830Z;Autre mise à disposition de ressources humaines;Femmes
2017;7830Z;Autre mise à disposition de ressources humaines;Hommes
2017;7911Z;Activités des agences de voyage;Femmes
2017;7911Z;Activités des agences de voyage;Hommes
2017;7912Z;Activités des voyagistes;Femmes
2017;7912Z;Activités des voyagistes;Hommes
2017;7990Z;Autres services de réservation et activités connexes;Femmes
2017;7990Z;Autres services de réservation et activités connexes;Hommes
2017;8010Z;Activités de sécurité privée;Femmes
2017;8010Z;Activités de sécurité privée;Hommes
2017;8020Z;Activités liées aux systèmes de sécurité;Femmes
2017;8020Z;Activités liées aux systèmes de sécurité;Hommes
2017;8030Z;Activités d'enquête;Femmes
2017;8030Z;Activités d'enquête;Hommes
2017;8110Z;Activités combinées de soutien lié aux bâtiments;Femmes
2017;8110Z;Activités combinées de soutien lié aux bâtiments;Hommes
2017;8121Z;Nettoyage courant des bâtiments;Femmes
2017;8121Z;Nettoyage courant des bâtiments;Hommes
2017;8122Z;Autres activités de nettoyage des bâtiments et nettoyage industriel;Femmes
2017;8122Z;Autres activités de nettoyage des bâtiments et nettoyage industriel;Hommes
2017;8129A;Désinfection, désinsectisation, dératisation;Femmes
2017;8129A;Désinfection, désinsectisation, dératisation;Hommes
2017;8129B;Autres activités de nettoyage n.c.a.;Femmes
2017;8129B;Autres activités de nettoyage n.c.a.;Hommes
2017;8130Z;Services d'aménagement paysager;Femmes
2017;8130Z;Services d'aménagement paysager;Hommes
2017;8211Z;Services administratifs combinés de bureau;Femmes
2017;8211Z;Services administratifs combinés de bureau;Hommes
2017;8219Z;Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau;Femmes
2017;8219Z;Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau;Hommes
2017;8220Z;Activités de centres d'appels;Femmes
2017;8220Z;Activités de centres d'appels;Hommes
2017;8230Z;Organisation de foires, salons professionnels et congrès;Femmes
2017;8230Z;Organisation de foires, salons professionnels et congrès;Hommes
2017;8291Z;Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle;Femmes
2017;8291Z;Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle;Hommes
2017;8292Z;Activités de conditionnement;Femmes
2017;8292Z;Activités de conditionnement;Hommes
2017;8299Z;Autres activités de soutien aux entreprises n.c.a.;Femmes
2017;8299Z;Autres activités de soutien aux entreprises n.c.a.;Hommes
2017;8411Z;Administration publique générale;Femmes
2017;8411Z;Administration publique générale;Hommes
2017;8412Z;Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale;Femmes
2017;8412Z;Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale;Hommes
2017;8413Z;Administration publique (tutelle) des activités économiques;Femmes
2017;8413Z;Administration publique (tutelle) des activités économiques;Hommes
2017;8421Z;Affaires étrangères;Femmes
2017;8421Z;Affaires étrangères;Hommes
2017;8422Z;Défense;Femmes
2017;8422Z;Défense;Hommes
2017;8423Z;Justice;Femmes
2017;8423Z;Justice;Hommes
2017;8424Z;Activités d'ordre public et de sécurité;Femmes
2017;8424Z;Activités d'ordre public et de sécurité;Hommes
2017;8425Z;Services du feu et de secours;Femmes
2017;8425Z;Services du feu et de secours;Hommes
2017;8430A;Activités générales de sécurité sociale;Femmes
2017;8430A;Activités générales de sécurité sociale;Hommes
2017;8430B;Gestion des retraites complémentaires;Femmes
2017;8430B;Gestion des retraites complémentaires;Hommes
2017;8430C;Distribution sociale de revenus;Femmes
2017;8430C;Distribution sociale de revenus;Hommes
2017;8510Z;Enseignement pré-primaire;Femmes
2017;8510Z;Enseignement pré-primaire;Hommes
2017;8520Z;Enseignement primaire;Femmes
2017;8520Z;Enseignement primaire;Hommes
2017;8531Z;Enseignement secondaire général;Femmes
2017;8531Z;Enseignement secondaire général;Hommes
2017;8532Z;Enseignement secondaire technique ou professionnel;Femmes
2017;8532Z;Enseignement secondaire technique ou professionnel;Hommes
2017;8541Z;Enseignement post-secondaire non supérieur;Femmes
2017;8541Z;Enseignement post-secondaire non supérieur;Hommes
2017;8542Z;Enseignement supérieur;Femmes
2017;8542Z;Enseignement supérieur;Hommes
2017;8551Z;Enseignement de disciplines sportives et d'activités de loisirs;Femmes
2017;8551Z;Enseignement de disciplines sportives et d'activités de loisirs;Hommes
2017;8552Z;Enseignement culturel;Femmes
2017;8552Z;Enseignement culturel;Hommes
2017;8553Z;Enseignement de la conduite;Femmes
2017;8553Z;Enseignement de la conduite;Hommes
2017;8559A;Formation continue d'adultes;Femmes
2017;8559A;Formation continue d'adultes;Hommes
2017;8559B;Autres enseignements;Femmes
2017;8559B;Autres enseignements;Hommes
2017;8560Z;Activités de soutien à l'enseignement;Femmes
2017;8560Z;Activités de soutien à l'enseignement;Hommes
2017;8610Z;Activités hospitalières;Femmes
2017;8610Z;Activités hospitalières;Hommes
2017;8621Z;Activité des médecins généralistes;Femmes
2017;8621Z;Activité des médecins généralistes;Hommes
2017;8622A;Activités de radiodiagnostic et de radiothérapie;Femmes
2017;8622A;Activités de radiodiagnostic et de radiothérapie;Hommes
2017;8622B;Activités chirurgicales;Femmes
2017;8622B;Activités chirurgicales;Hommes
2017;8622C;Autres activités des médecins spécialistes;Femmes
2017;8622C;Autres activités des médecins spécialistes;Hommes
2017;8623Z;Pratique dentaire;Femmes
2017;8623Z;Pratique dentaire;Hommes
2017;8690A;Ambulances;Femmes
2017;8690A;Ambulances;Hommes
2017;8690B;Laboratoires d'analyses médicales;Femmes
2017;8690B;Laboratoires d'analyses médicales;Hommes
2017;8690C;Centres de collecte et banques d'organes;Femmes
2017;8690C;Centres de collecte et banques d'organes;Hommes
2017;8690D;Activités des infirmiers et des sages-femmes;Femmes
2017;8690D;Activités des infirmiers et des sages-femmes;Hommes
2017;8690E;Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues;Femmes
2017;8690E;Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues;Hommes
2017;8690F;Activités de santé humaine non classées ailleurs;Femmes
2017;8690F;Activités de santé humaine non classées ailleurs;Hommes
