annee;code_NAF5;libelle_NAF5;sexe
2015;2660Z;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;Femmes
2015;2660Z;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;Hommes
2015;2670Z;Fabrication de matériels optique et photographique;Femmes
2015;2670Z;Fabrication de matériels optique et photographique;Hommes
2015;2680Z;Fabrication de supports magnétiques et optiques;Femmes
2015;2680Z;Fabrication de supports magnétiques et optiques;Hommes
2015;2711Z;Fabrication de moteurs, génératrices et transformateurs électriques;Femmes
2015;2711Z;Fabrication de moteurs, génératrices et transformateurs électriques;Hommes
2015;2712Z;Fabrication de matériel de distribution et de commande électrique;Femmes
2015;2712Z;Fabrication de matériel de distribution et de commande électrique;Hommes
2015;2720Z;Fabrication de piles et d'accumulateurs électriques;Femmes
2015;2720Z;Fabrication de piles et d'accumulateurs électriques;Hommes
2015;2731Z;Fabrication de câbles de fibres optiques;Femmes
2015;2731Z;Fabrication de câbles de fibres optiques;Hommes
2015;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;Femmes
2015;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;Hommes
2015;2733Z;Fabrication de matériel d'installation électrique;Femmes
2015;2733Z;Fabrication de matériel d'installation électrique;Hommes
2015;2740Z;Fabrication d'appareils d'éclairage électrique;Femmes
2015;2740Z;Fabrication d'appareils d'éclairage électrique;Hommes
2015;2751Z;Fabrication d'appareils électroménagers;Femmes
2015;2751Z;Fabrication d'appareils électroménagers;Hommes
2015;2752Z;Fabrication d'appareils ménagers non électriques;Femmes
2015;2752Z;Fabrication d'appareils ménagers non électriques;Hommes
2015;2790Z;Fabrication d'autres matériels électriques;Femmes
2015;2790Z;Fabrication d'autres matériels électriques;Hommes
2015;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;Femmes
2015;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;Hommes
2015;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;Femmes
2015;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;Hommes
2015;2813Z;Fabrication d'autres pompes et compresseurs;Femmes
2015;2813Z;Fabrication d'autres pompes et compresseurs;Hommes
2015;2814Z;Fabrication d'autres articles de robinetterie;Femmes
2015;2814Z;Fabrication d'autres articles de robinetterie;Hommes
2015;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;Femmes
2015;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;Hommes
2015;2821Z;Fabrication de fours et brûleurs;Femmes
2015;2821Z;Fabrication de fours et brûleurs;Hommes
2015;2822Z;Fabrication de matériel de levage et de manutention;Femmes
2015;2822Z;Fabrication de matériel de levage et de manutention;Hommes
2015;2823Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);Femmes
2015;2823Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);Hommes
2015;2824Z;Fabrication d'outillage portatif à moteur incorporé;Femmes
2015;2824Z;Fabrication d'outillage portatif à moteur incorporé;Hommes
2015;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;Femmes
2015;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;Hommes
2015;2829A;Fabrication d'équipements d'emballage, de conditionnement et de pesage;Femmes
2015;2829A;Fabrication d'équipements d'emballage, de conditionnement et de pesage;Hommes
2015;2829B;Fabrication d'autres machines d'usage général;Femmes
2015;2829B;Fabrication d'autres machines d'usage général;Hommes
2015;2830Z;Fabrication de machines agricoles et forestières;Femmes
2015;2830Z;Fabrication de machines agricoles et forestières;Hommes
2015;2841Z;Fabrication de machines-outils pour le travail des métaux;Femmes
2015;2841Z;Fabrication de machines-outils pour le travail des métaux;Hommes
2015;2849Z;Fabrication d'autres machines-outils;Femmes
2015;2849Z;Fabrication d'autres machines-outils;Hommes
2015;2891Z;Fabrication de machines pour la métallurgie;Femmes
2015;2891Z;Fabrication de machines pour la métallurgie;Hommes
2015;2892Z;Fabrication de machines pour l'extraction ou la construction;Femmes
2015;2892Z;Fabrication de machines pour l'extraction ou la construction;Hommes
2015;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;Femmes
2015;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;Hommes
2015;2894Z;Fabrication de machines pour les industries textiles;Femmes
2015;2894Z;Fabrication de machines pour les industries textiles;Hommes
2015;2895Z;Fabrication de machines pour les industries du papier et du carton;Femmes
2015;2895Z;Fabrication de machines pour les industries du papier et du carton;Hommes
2015;2896Z;Fabrication de machines pour le travail du caoutchouc ou des plastiques;Femmes
2015;2896Z;Fabrication de machines pour le travail du caoutchouc ou des plastiques;Hommes
2015;2899A;Fabrication de machines d'imprimerie;Femmes
2015;2899A;Fabrication de machines d'imprimerie;Hommes
2015;2899B;Fabrication d'autres machines spécialisées;Femmes
2015;2899B;Fabrication d'autres machines spécialisées;Hommes
2015;2910Z;Construction de véhicules automobiles;Femmes
2015;2910Z;Construction de véhicules automobiles;Hommes
2015;2920Z;Fabrication de carrosseries et remorques;Femmes
2015;2920Z;Fabrication de carrosseries et remorques;Hommes
2015;2931Z;Fabrication d'équipements électriques et électroniques automobiles;Femmes
2015;2931Z;Fabrication d'équipements électriques et électroniques automobiles;Hommes
2015;2932Z;Fabrication d'autres équipements automobiles;Femmes
2015;2932Z;Fabrication d'autres équipements automobiles;Hommes
2015;3011Z;Construction de navires et de structures flottantes;Femmes
2015;3011Z;Construction de navires et de structures flottantes;Hommes
2015;3012Z;Construction de bateaux de plaisance;Femmes
2015;3012Z;Construction de bateaux de plaisance;Hommes
2015;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant;Femmes
2015;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant;Hommes
2015;3030Z;Construction aéronautique et spatiale;Femmes
2015;3030Z;Construction aéronautique et spatiale;Hommes
2015;3040Z;Construction de véhicules militaires de combat;Femmes
2015;3040Z;Construction de véhicules militaires de combat;Hommes
2015;3091Z;Fabrication de motocycles;Femmes
2015;3091Z;Fabrication de motocycles;Hommes
2015;3092Z;Fabrication de bicyclettes et de véhicules pour invalides;Femmes
2015;3092Z;Fabrication de bicyclettes et de véhicules pour invalides;Hommes
2015;3099Z;Fabrication d'autres équipements de transport n.c.a.;Femmes
2015;3099Z;Fabrication d'autres équipements de transport n.c.a.;Hommes
2015;3101Z;Fabrication de meubles de bureau et de magasin;Femmes
2015;3101Z;Fabrication de meubles de bureau et de magasin;Hommes
2015;3102Z;Fabrication de meubles de cuisine;Femmes
2015;3102Z;Fabrication de meubles de cuisine;Hommes
2015;3103Z;Fabrication de matelas;Femmes
2015;3103Z;Fabrication de matelas;Hommes
2015;3109A;Fabrication de sièges d'ameublement d'intérieur;Femmes
2015;3109A;Fabrication de sièges d'ameublement d'intérieur;Hommes
2015;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;Femmes
2015;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;Hommes
2015;3211Z;Frappe de monnaie;Femmes
2015;3211Z;Frappe de monnaie;Hommes
2015;3212Z;Fabrication d'articles de joaillerie et bijouterie;Femmes
2015;3212Z;Fabrication d'articles de joaillerie et bijouterie;Hommes
2015;3213Z;Fabrication d'articles de bijouterie fantaisie et articles similaires;Femmes
2015;3213Z;Fabrication d'articles de bijouterie fantaisie et articles similaires;Hommes
2015;3220Z;Fabrication d'instruments de musique;Femmes
2015;3220Z;Fabrication d'instruments de musique;Hommes
2015;3230Z;Fabrication d'articles de sport;Femmes
2015;3230Z;Fabrication d'articles de sport;Hommes
2015;3240Z;Fabrication de jeux et jouets;Femmes
2015;3240Z;Fabrication de jeux et jouets;Hommes
2015;3250A;Fabrication de matériel médico-chirurgical et dentaire;Femmes
2015;3250A;Fabrication de matériel médico-chirurgical et dentaire;Hommes
2015;3250B;Fabrication de lunettes;Femmes
2015;3250B;Fabrication de lunettes;Hommes
2015;3291Z;Fabrication d'articles de brosserie;Femmes
2015;3291Z;Fabrication d'articles de brosserie;Hommes
2015;3299Z;Autres activités manufacturières n.c.a.;Femmes
2015;3299Z;Autres activités manufacturières n.c.a.;Hommes
2015;3311Z;Réparation d'ouvrages en métaux;Femmes
2015;3311Z;Réparation d'ouvrages en métaux;Hommes
2015;3312Z;Réparation de machines et équipements mécaniques;Femmes
2015;3312Z;Réparation de machines et équipements mécaniques;Hommes
2015;3313Z;Réparation de matériels électroniques et optiques;Femmes
2015;3313Z;Réparation de matériels électroniques et optiques;Hommes
2015;3314Z;Réparation d'équipements électriques;Femmes
2015;3314Z;Réparation d'équipements électriques;Hommes
2015;3315Z;Réparation et maintenance navale;Femmes
2015;3315Z;Réparation et maintenance navale;Hommes
2015;3316Z;Réparation et maintenance d'aéronefs et d'engins spatiaux;Femmes
2015;3316Z;Réparation et maintenance d'aéronefs et d'engins spatiaux;Hommes
2015;3317Z;Réparation et maintenance d'autres équipements de transport;Femmes
2015;3317Z;Réparation et maintenance d'autres équipements de transport;Hommes
2015;3319Z;Réparation d'autres équipements;Femmes
2015;3319Z;Réparation d'autres équipements;Hommes
2015;3320A;Installation de structures métalliques, chaudronnées et de tuyauterie;Femmes
2015;3320A;Installation de structures métalliques, chaudronnées et de tuyauterie;Hommes
2015;3320B;Installation de machines et équipements mécaniques;Femmes
2015;3320B;Installation de machines et équipements mécaniques;Hommes
2015;3320C;Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels;Femmes
2015;3320C;Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels;Hommes
2015;3320D;Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels;Femmes
2015;3320D;Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels;Hommes
2015;3511Z;Production d'électricité;Femmes
2015;3511Z;Production d'électricité;Hommes
2015;3512Z;Transport d'électricité;Femmes
2015;3512Z;Transport d'électricité;Hommes
2015;3513Z;Distribution d'électricité;Femmes
2015;3513Z;Distribution d'électricité;Hommes
2015;3514Z;Commerce d'électricité;Femmes
2015;3514Z;Commerce d'électricité;Hommes
2015;3521Z;Production de combustibles gazeux;Femmes
2015;3521Z;Production de combustibles gazeux;Hommes
2015;3522Z;Distribution de combustibles gazeux par conduites;Femmes
2015;3522Z;Distribution de combustibles gazeux par conduites;Hommes
2015;3523Z;Commerce de combustibles gazeux par conduites;Femmes
2015;3523Z;Commerce de combustibles gazeux par conduites;Hommes
2015;3530Z;Production et distribution de vapeur et d'air conditionné;Femmes
2015;3530Z;Production et distribution de vapeur et d'air conditionné;Hommes
2015;3600Z;Captage, traitement et distribution d'eau;Femmes
2015;3600Z;Captage, traitement et distribution d'eau;Hommes
2015;3700Z;Collecte et traitement des eaux usées;Femmes
2015;3700Z;Collecte et traitement des eaux usées;Hommes
2015;3811Z;Collecte des déchets non dangereux;Femmes
2015;3811Z;Collecte des déchets non dangereux;Hommes
2015;3812Z;Collecte des déchets dangereux;Femmes
2015;3812Z;Collecte des déchets dangereux;Hommes
2015;3821Z;Traitement et élimination des déchets non dangereux;Femmes
2015;3821Z;Traitement et élimination des déchets non dangereux;Hommes
2015;3822Z;Traitement et élimination des déchets dangereux;Femmes
2015;3822Z;Traitement et élimination des déchets dangereux;Hommes
2015;3831Z;Démantèlement d'épaves;Femmes
2015;3831Z;Démantèlement d'épaves;Hommes
2015;3832Z;Récupération de déchets triés;Femmes
2015;3832Z;Récupération de déchets triés;Hommes
2015;3900Z;Dépollution et autres services de gestion des déchets;Femmes
2015;3900Z;Dépollution et autres services de gestion des déchets;Hommes
2015;4110A;Promotion immobilière de logements;Femmes
2015;4110A;Promotion immobilière de logements;Hommes
2015;4110B;Promotion immobilière de bureaux;Femmes
2015;4110B;Promotion immobilière de bureaux;Hommes
2015;4110C;Promotion immobilière d'autres bâtiments;Femmes
2015;4110C;Promotion immobilière d'autres bâtiments;Hommes
2015;4110D;Supports juridiques de programmes;Femmes
2015;4110D;Supports juridiques de programmes;Hommes
2015;4120A;Construction de maisons individuelles;Femmes
2015;4120A;Construction de maisons individuelles;Hommes
2015;4120B;Construction d'autres bâtiments;Femmes
2015;4120B;Construction d'autres bâtiments;Hommes
2015;4211Z;Construction de routes et autoroutes;Femmes
2015;4211Z;Construction de routes et autoroutes;Hommes
2015;4212Z;Construction de voies ferrées de surface et souterraines;Femmes
2015;4212Z;Construction de voies ferrées de surface et souterraines;Hommes
2015;4213A;Construction d'ouvrages d'art;Femmes
2015;4213A;Construction d'ouvrages d'art;Hommes
2015;4213B;Construction et entretien de tunnels;Femmes
2015;4213B;Construction et entretien de tunnels;Hommes
2015;4221Z;Construction de réseaux pour fluides;Femmes
2015;4221Z;Construction de réseaux pour fluides;Hommes
2015;4222Z;Construction de réseaux électriques et de télécommunications;Femmes
2015;4222Z;Construction de réseaux électriques et de télécommunications;Hommes
2015;4291Z;Construction d'ouvrages maritimes et fluviaux;Femmes
2015;4291Z;Construction d'ouvrages maritimes et fluviaux;Hommes
2015;4299Z;Construction d'autres ouvrages de génie civil n.c.a.;Femmes
2015;4299Z;Construction d'autres ouvrages de génie civil n.c.a.;Hommes
2015;4311Z;Travaux de démolition;Femmes
2015;4311Z;Travaux de démolition;Hommes
2015;4312A;Travaux de terrassement courants et travaux préparatoires;Femmes
2015;4312A;Travaux de terrassement courants et travaux préparatoires;Hommes
2015;4312B;Travaux de terrassement spécialisés ou de grande masse;Femmes
2015;4312B;Travaux de terrassement spécialisés ou de grande masse;Hommes
2015;4313Z;Forages et sondages;Femmes
2015;4313Z;Forages et sondages;Hommes
2015;4321A;Travaux d'installation électrique dans tous locaux;Femmes
2015;4321A;Travaux d'installation électrique dans tous locaux;Hommes
2015;4321B;Travaux d'installation électrique sur la voie publique;Femmes
2015;4321B;Travaux d'installation électrique sur la voie publique;Hommes
2015;4322A;Travaux d'installation d'eau et de gaz en tous locaux;Femmes
2015;4322A;Travaux d'installation d'eau et de gaz en tous locaux;Hommes
2015;4322B;Travaux d'installation d'équipements thermiques et de climatisation;Femmes
2015;4322B;Travaux d'installation d'équipements thermiques et de climatisation;Hommes
2015;4329A;Travaux d'isolation;Femmes
2015;4329A;Travaux d'isolation;Hommes
2015;4329B;Autres travaux d'installation n.c.a.;Femmes
2015;4329B;Autres travaux d'installation n.c.a.;Hommes
2015;4331Z;Travaux de plâtrerie;Femmes
2015;4331Z;Travaux de plâtrerie;Hommes
2015;4332A;Travaux de menuiserie bois et PVC;Femmes
2015;4332A;Travaux de menuiserie bois et PVC;Hommes
2015;4332B;Travaux de menuiserie métallique et serrurerie;Femmes
2015;4332B;Travaux de menuiserie métallique et serrurerie;Hommes
2015;4332C;Agencement de lieux de vente;Femmes
2015;4332C;Agencement de lieux de vente;Hommes
2015;4333Z;Travaux de revêtement des sols et des murs;Femmes
2015;4333Z;Travaux de revêtement des sols et des murs;Hommes
2015;4334Z;Travaux de peinture et vitrerie;Femmes
2015;4334Z;Travaux de peinture et vitrerie;Hommes
2015;4339Z;Autres travaux de finition;Femmes
2015;4339Z;Autres travaux de finition;Hommes
2015;4391A;Travaux de charpente;Femmes
2015;4391A;Travaux de charpente;Hommes
2015;4391B;Travaux de couverture par éléments;Femmes
2015;4391B;Travaux de couverture par éléments;Hommes
2015;4399A;Travaux d'étanchéification;Femmes
2015;4399A;Travaux d'étanchéification;Hommes
2015;4399B;Travaux de montage de structures métalliques;Femmes
2015;4399B;Travaux de montage de structures métalliques;Hommes
