annee;risque;code_naf1;libelle_naf1;naf1;code_naf5;libelle_naf5;naf5;nb_sinistres;nb_salaries;indice_frequence;nb_sinistres_int;nb_salaries_int;indice_frequence_int
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2012Z;Fabrication de colorants et de pigments;2012Z - Fabrication de colorants et de pigments;5;1637;3.1;5;1637;3.1
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2013A;Enrichissement et retraitement de matières nucléaires;2013A - Enrichissement et retraitement de matières nucléaires;3;686;NC;3;686;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2013B;Fabrication d'autres produits chimiques inorganiques de base n.c.a.;2013B - Fabrication d'autres produits chimiques inorganiques de base n.c.a.;18;8160;2.2;18;8160;2.2
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2014Z;Fabrication d'autres produits chimiques organiques de base;2014Z - Fabrication d'autres produits chimiques organiques de base;50;19090;2.6;50;19090;2.6
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2015Z;Fabrication de produits azotés et d'engrais;2015Z - Fabrication de produits azotés et d'engrais;7;4233;1.7;7;4233;1.7
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2016Z;Fabrication de matières plastiques de base;2016Z - Fabrication de matières plastiques de base;21;11318;1.9;21;11318;1.9
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2017Z;Fabrication de caoutchouc synthétique;2017Z - Fabrication de caoutchouc synthétique;1;1238;0.8;1;1238;0.8
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2020Z;Fabrication de pesticides et d'autres produits agrochimiques;2020Z - Fabrication de pesticides et d'autres produits agrochimiques;11;5558;2;11;5558;2.0
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2030Z;Fabrication de peintures, vernis, encres et mastics;2030Z - Fabrication de peintures, vernis, encres et mastics;28;11046;2.5;28;11046;2.5
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2041Z;Fabrication de savons, détergents et produits d'entretien;2041Z - Fabrication de savons, détergents et produits d'entretien;22;7591;2.9;22;7591;2.9
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2042Z;Fabrication de parfums et de produits pour la toilette;2042Z - Fabrication de parfums et de produits pour la toilette;145;46526;3.1;145;46526;3.1
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2051Z;Fabrication de produits explosifs;2051Z - Fabrication de produits explosifs;8;3687;2.2;8;3687;2.2
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2052Z;Fabrication de colles;2052Z - Fabrication de colles;8;2879;2.8;8;2879;2.8
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2053Z;Fabrication d'huiles essentielles;2053Z - Fabrication d'huiles essentielles;24;6977;3.4;24;6977;3.4
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2059Z;Fabrication d'autres produits chimiques n.c.a.;2059Z - Fabrication d'autres produits chimiques n.c.a.;39;13553;2.9;39;13553;2.9
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2060Z;Fabrication de fibres artificielles ou synthétiques;2060Z - Fabrication de fibres artificielles ou synthétiques;0;737;NC;0;737;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2110Z;Fabrication de produits pharmaceutiques de base;2110Z - Fabrication de produits pharmaceutiques de base;36;13729;2.6;36;13729;2.6
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2120Z;Fabrication de préparations pharmaceutiques;2120Z - Fabrication de préparations pharmaceutiques;216;68380;3.2;216;68380;3.2
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2211Z;Fabrication et rechapage de pneumatiques;2211Z - Fabrication et rechapage de pneumatiques;48;18956;2.5;48;18956;2.5
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2219Z;Fabrication d'autres articles en caoutchouc;2219Z - Fabrication d'autres articles en caoutchouc;54;18156;3;54;18156;3.0
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2221Z;Fabrication de plaques, feuilles, tubes et profilés en matières plastiques;2221Z - Fabrication de plaques, feuilles, tubes et profilés en matières plastiques;38;16447;2.3;38;16447;2.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2222Z;Fabrication d'emballages en matières plastiques;2222Z - Fabrication d'emballages en matières plastiques;72;27533;2.6;72;27533;2.6
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2223Z;Fabrication d'éléments en matières plastiques pour la construction;2223Z - Fabrication d'éléments en matières plastiques pour la construction;59;24769;2.4;59;24769;2.4
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2229A;Fabrication de pièces techniques à base de matières plastiques;2229A - Fabrication de pièces techniques à base de matières plastiques;113;30741;3.7;113;30741;3.7
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2229B;Fabrication de produits de consommation courante en matières plastiques;2229B - Fabrication de produits de consommation courante en matières plastiques;39;10376;3.8;39;10376;3.8
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2311Z;Fabrication de verre plat;2311Z - Fabrication de verre plat;1;1766;0.6;1;1766;0.6
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2312Z;Façonnage et transformation du verre plat;2312Z - Façonnage et transformation du verre plat;21;9066;2.3;21;9066;2.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2313Z;Fabrication de verre creux;2313Z - Fabrication de verre creux;25;17329;1.4;25;17329;1.4
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2314Z;Fabrication de fibres de verre;2314Z - Fabrication de fibres de verre;8;1844;4.3;8;1844;4.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2319Z;Fabrication et façonnage d'autres articles en verre, y compris verre technique;2319Z - Fabrication et façonnage d'autres articles en verre, y compris verre technique;9;3706;2.4;9;3706;2.4
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2320Z;Fabrication de produits réfractaires;2320Z - Fabrication de produits réfractaires;8;2024;4;8;2024;4.0
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2331Z;Fabrication de carreaux en céramique;2331Z - Fabrication de carreaux en céramique;4;832;NC;4;832;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2332Z;Fabrication de briques, tuiles et produits de construction, en terre cuite;2332Z - Fabrication de briques, tuiles et produits de construction, en terre cuite;10;4604;2.2;10;4604;2.2
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2341Z;Fabrication d'articles céramiques à usage domestique ou ornemental;2341Z - Fabrication d'articles céramiques à usage domestique ou ornemental;19;2845;6.7;19;2845;6.7
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2342Z;Fabrication d'appareils sanitaires en céramique;2342Z - Fabrication d'appareils sanitaires en céramique;2;854;NC;2;854;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2343Z;Fabrication d'isolateurs et pièces isolantes en céramique;2343Z - Fabrication d'isolateurs et pièces isolantes en céramique;3;545;NC;3;545;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2344Z;Fabrication d'autres produits céramiques à usage technique;2344Z - Fabrication d'autres produits céramiques à usage technique;1;563;NC;1;563;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2349Z;Fabrication d'autres produits céramiques;2349Z - Fabrication d'autres produits céramiques;1;340;NC;1;340;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2351Z;Fabrication de ciment;2351Z - Fabrication de ciment;3;4317;0.7;3;4317;0.7
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2352Z;Fabrication de chaux et plâtre;2352Z - Fabrication de chaux et plâtre;3;966;NC;3;966;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2361Z;Fabrication d'éléments en béton pour la construction;2361Z - Fabrication d'éléments en béton pour la construction;59;16327;3.6;59;16327;3.6
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2362Z;Fabrication d'éléments en plâtre pour la construction;2362Z - Fabrication d'éléments en plâtre pour la construction;5;2146;2.3;5;2146;2.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2363Z;Fabrication de béton prêt à l'emploi;2363Z - Fabrication de béton prêt à l'emploi;22;9088;2.4;22;9088;2.4
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2364Z;Fabrication de mortiers et bétons secs;2364Z - Fabrication de mortiers et bétons secs;8;2040;3.9;8;2040;3.9
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2365Z;Fabrication d'ouvrages en fibre-ciment;2365Z - Fabrication d'ouvrages en fibre-ciment;0;347;NC;0;347;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2369Z;Fabrication d'autres ouvrages en béton, en ciment ou en plâtre;2369Z - Fabrication d'autres ouvrages en béton, en ciment ou en plâtre;4;1305;3.1;4;1305;3.1
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2370Z;Taille, façonnage et finissage de pierres;2370Z - Taille, façonnage et finissage de pierres;22;7266;3;22;7266;3.0
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2391Z;Fabrication de produits abrasifs;2391Z - Fabrication de produits abrasifs;2;894;NC;2;894;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;2399Z - Fabrication d'autres produits minéraux non métalliques n.c.a.;14;7743;1.8;14;7743;1.8
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2410Z;Sidérurgie;2410Z - Sidérurgie;59;24775;2.4;59;24775;2.4
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2420Z;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier;2420Z - Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier;26;6209;4.2;26;6209;4.2
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2431Z;Étirage à froid de barres;2431Z - Étirage à froid de barres;2;322;NC;2;322;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2432Z;Laminage à froid de feuillards;2432Z - Laminage à froid de feuillards;0;281;NC;0;281;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2433Z;Profilage à froid par formage ou pliage;2433Z - Profilage à froid par formage ou pliage;15;4155;3.6;15;4155;3.6
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2434Z;Tréfilage à froid;2434Z - Tréfilage à froid;1;1100;0.9;1;1100;0.9
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2441Z;Production de métaux précieux;2441Z - Production de métaux précieux;2;321;NC;2;321;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2442Z;Métallurgie de l'aluminium;2442Z - Métallurgie de l'aluminium;18;7756;2.3;18;7756;2.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2443Z;Métallurgie du plomb, du zinc ou de l'étain;2443Z - Métallurgie du plomb, du zinc ou de l'étain;4;1053;3.8;4;1053;3.8
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2444Z;Métallurgie du cuivre;2444Z - Métallurgie du cuivre;4;1631;2.5;4;1631;2.5
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2445Z;Métallurgie des autres métaux non ferreux;2445Z - Métallurgie des autres métaux non ferreux;14;4184;3.3;14;4184;3.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2446Z;Élaboration et transformation de matières nucléaires;2446Z - Élaboration et transformation de matières nucléaires;10;8496;1.2;10;8496;1.2
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2451Z;Fonderie de fonte;2451Z - Fonderie de fonte;21;8120;2.6;21;8120;2.6
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2452Z;Fonderie d'acier;2452Z - Fonderie d'acier;9;2675;3.4;9;2675;3.4
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2453Z;Fonderie de métaux légers;2453Z - Fonderie de métaux légers;14;4945;2.8;14;4945;2.8
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2454Z;Fonderie d'autres métaux non ferreux;2454Z - Fonderie d'autres métaux non ferreux;9;2888;3.1;9;2888;3.1
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2511Z;Fabrication de structures métalliques et de parties de structures;2511Z - Fabrication de structures métalliques et de parties de structures;145;53731;2.7;145;53731;2.7
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2512Z;Fabrication de portes et fenêtres en métal;2512Z - Fabrication de portes et fenêtres en métal;80;22144;3.6;80;22144;3.6
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2521Z;Fabrication de radiateurs et de chaudières pour le chauffage central;2521Z - Fabrication de radiateurs et de chaudières pour le chauffage central;18;4318;4.2;18;4318;4.2
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2529Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;2529Z - Fabrication d'autres réservoirs, citernes et conteneurs métalliques;10;2958;3.4;10;2958;3.4
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;2530Z - Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;NS;NS;NS;;;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2540Z;Fabrication d'armes et de munitions;2540Z - Fabrication d'armes et de munitions;14;5160;2.7;14;5160;2.7
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2550A;"Forge, estampage, matriçage ; métallurgie des poudres";"2550A - Forge, estampage, matriçage ; métallurgie des poudres";27;10412;2.6;27;10412;2.6
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2550B;Découpage, emboutissage;2550B - Découpage, emboutissage;83;25062;3.3;83;25062;3.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2561Z;Traitement et revêtement des métaux;2561Z - Traitement et revêtement des métaux;97;24225;4;97;24225;4.0
