annee;code_NAF1;libelle_NAF1;NAF1;code_NAF5;libelle_NAF5;NAF5;nb_MP_psy;nb_mp_psy_int
2017;S;Autres activités de services;S - Autres activités de services;TOUS;Total Autres activités de services;Total Autres activités de services;9;9
2017;T;"Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"T - Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";9700Z;Activités des ménages en tant qu'employeurs de personnel domestique;9700Z - Activités des ménages en tant qu'employeurs de personnel domestique;0;0
2017;T;"Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"T - Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";9810Z;Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre;9810Z - Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre;0;0
2017;T;"Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"T - Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";9820Z;Activités indifférenciées des ménages en tant que producteurs de services pour usage propre;9820Z - Activités indifférenciées des ménages en tant que producteurs de services pour usage propre;0;0
2017;T;"Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"T - Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";TOUS;"Total Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"Total Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";0;0
2017;TOUS;Tous secteurs confondus;Tous secteurs confondus;TOUS;Tous secteurs confondus;Tous secteurs confondus;596;596
2017;U;Activités extra-territoriales;U - Activités extra-territoriales;9900Z;Activités des organisations et organismes extraterritoriaux;9900Z - Activités des organisations et organismes extraterritoriaux;1;1
2017;U;Activités extra-territoriales;U - Activités extra-territoriales;TOUS;Total Activités extra-territoriales;Total Activités extra-territoriales;1;1
2017;x;Valeur manquante;x - Valeur manquante;TOUS;Total Valeur manquante;Total Valeur manquante;7;7
2017;x;Valeur manquante;x - Valeur manquante;xxxxx;Valeur manquante;xxxxx - Valeur manquante;7;7
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;0111Z - Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0112Z;Culture du riz;0112Z - Culture du riz;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0113Z;Culture de légumes, de melons, de racines et de tubercules;0113Z - Culture de légumes, de melons, de racines et de tubercules;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0114Z;Culture de la canne à sucre;0114Z - Culture de la canne à sucre;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0115Z;Culture du tabac;0115Z - Culture du tabac;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0116Z;Culture de plantes à fibres;0116Z - Culture de plantes à fibres;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0119Z;Autres cultures non permanentes;0119Z - Autres cultures non permanentes;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0121Z;Culture de la vigne;0121Z - Culture de la vigne;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0122Z;Culture de fruits tropicaux et subtropicaux;0122Z - Culture de fruits tropicaux et subtropicaux;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0123Z;Culture d'agrumes;0123Z - Culture d'agrumes;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0124Z;Culture de fruits à pépins et à noyau;0124Z - Culture de fruits à pépins et à noyau;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;0125Z - Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0126Z;Culture de fruits oléagineux;0126Z - Culture de fruits oléagineux;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0127Z;Culture de plantes à boissons;0127Z - Culture de plantes à boissons;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;0128Z - Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0129Z;Autres cultures permanentes;0129Z - Autres cultures permanentes;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0130Z;Reproduction de plantes;0130Z - Reproduction de plantes;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0141Z;Élevage de vaches laitières;0141Z - Élevage de vaches laitières;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0142Z;Élevage d'autres bovins et de buffles;0142Z - Élevage d'autres bovins et de buffles;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0143Z;Élevage de chevaux et d'autres équidés;0143Z - Élevage de chevaux et d'autres équidés;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0144Z;Élevage de chameaux et d'autres camélidés;0144Z - Élevage de chameaux et d'autres camélidés;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0145Z;Élevage d'ovins et de caprins;0145Z - Élevage d'ovins et de caprins;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0146Z;Élevage de porcins;0146Z - Élevage de porcins;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0147Z;Élevage de volailles;0147Z - Élevage de volailles;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0149Z;Élevage d'autres animaux;0149Z - Élevage d'autres animaux;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0150Z;Culture et élevage associés;0150Z - Culture et élevage associés;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0161Z;Activités de soutien aux cultures;0161Z - Activités de soutien aux cultures;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0162Z;Activités de soutien à la production animale;0162Z - Activités de soutien à la production animale;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0163Z;Traitement primaire des récoltes;0163Z - Traitement primaire des récoltes;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0164Z;Traitement des semences;0164Z - Traitement des semences;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0170Z;Chasse, piégeage et services annexes;0170Z - Chasse, piégeage et services annexes;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0210Z;Sylviculture et autres activités forestières;0210Z - Sylviculture et autres activités forestières;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0220Z;Exploitation forestière;0220Z - Exploitation forestière;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;0230Z - Récolte de produits forestiers non ligneux poussant à l'état sauvage;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0240Z;Services de soutien à l'exploitation forestière;0240Z - Services de soutien à l'exploitation forestière;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0311Z;Pêche en mer;0311Z - Pêche en mer;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0312Z;Pêche en eau douce;0312Z - Pêche en eau douce;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0321Z;Aquaculture en mer;0321Z - Aquaculture en mer;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0322Z;Aquaculture en eau douce;0322Z - Aquaculture en eau douce;0;0
2018;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;TOUS;Total Agriculture, sylviculture et pêche;Total Agriculture, sylviculture et pêche;0;0
2018;B;Industries extractives;B - Industries extractives;0510Z;Extraction de houille;0510Z - Extraction de houille;0;0
2018;B;Industries extractives;B - Industries extractives;0520Z;Extraction de lignite;0520Z - Extraction de lignite;0;0
2018;B;Industries extractives;B - Industries extractives;0610Z;Extraction de pétrole brut;0610Z - Extraction de pétrole brut;1;1
2018;B;Industries extractives;B - Industries extractives;0620Z;Extraction de gaz naturel;0620Z - Extraction de gaz naturel;0;0
2018;B;Industries extractives;B - Industries extractives;0710Z;Extraction de minerais de fer;0710Z - Extraction de minerais de fer;0;0
2018;B;Industries extractives;B - Industries extractives;0721Z;Extraction de minerais d'uranium et de thorium;0721Z - Extraction de minerais d'uranium et de thorium;0;0
2018;B;Industries extractives;B - Industries extractives;0729Z;Extraction d'autres minerais de métaux non ferreux;0729Z - Extraction d'autres minerais de métaux non ferreux;0;0
2018;B;Industries extractives;B - Industries extractives;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;0811Z - Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;0;0
2018;B;Industries extractives;B - Industries extractives;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;0812Z - Exploitation de gravières et sablières, extraction d'argiles et de kaolin;1;1
2018;B;Industries extractives;B - Industries extractives;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;0891Z - Extraction des minéraux chimiques et d'engrais minéraux;0;0
2018;B;Industries extractives;B - Industries extractives;0892Z;Extraction de tourbe;0892Z - Extraction de tourbe;0;0
2018;B;Industries extractives;B - Industries extractives;0893Z;Production de sel;0893Z - Production de sel;0;0
2018;B;Industries extractives;B - Industries extractives;0899Z;Autres activités extractives n.c.a.;0899Z - Autres activités extractives n.c.a.;0;0
2018;B;Industries extractives;B - Industries extractives;0910Z;Activités de soutien à l'extraction d'hydrocarbures;0910Z - Activités de soutien à l'extraction d'hydrocarbures;0;0
2018;B;Industries extractives;B - Industries extractives;0990Z;Activités de soutien aux autres industries extractives;0990Z - Activités de soutien aux autres industries extractives;0;0
2018;B;Industries extractives;B - Industries extractives;TOUS;Total Industries extractives;Total Industries extractives;2;2
2018;C;Industrie manufacturière;C - Industrie manufacturière;1011Z;Transformation et conservation de la viande de boucherie;1011Z - Transformation et conservation de la viande de boucherie;1;1
2018;C;Industrie manufacturière;C - Industrie manufacturière;1012Z;Transformation et conservation de la viande de volaille;1012Z - Transformation et conservation de la viande de volaille;1;1
2018;C;Industrie manufacturière;C - Industrie manufacturière;1013A;Préparation industrielle de produits à base de viande;1013A - Préparation industrielle de produits à base de viande;3;3
2018;C;Industrie manufacturière;C - Industrie manufacturière;1013B;Charcuterie;1013B - Charcuterie;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1020Z;Transformation et conservation de poisson, de crustacés et de mollusques;1020Z - Transformation et conservation de poisson, de crustacés et de mollusques;1;1
2018;C;Industrie manufacturière;C - Industrie manufacturière;1031Z;Transformation et conservation de pommes de terre;1031Z - Transformation et conservation de pommes de terre;1;1
2018;C;Industrie manufacturière;C - Industrie manufacturière;1032Z;Préparation de jus de fruits et légumes;1032Z - Préparation de jus de fruits et légumes;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1039A;Autre transformation et conservation de légumes;1039A - Autre transformation et conservation de légumes;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1039B;Transformation et conservation de fruits;1039B - Transformation et conservation de fruits;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1041A;Fabrication d'huiles et graisses brutes;1041A - Fabrication d'huiles et graisses brutes;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1041B;Fabrication d'huiles et graisses raffinées;1041B - Fabrication d'huiles et graisses raffinées;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1042Z;Fabrication de margarine et graisses comestibles similaires;1042Z - Fabrication de margarine et graisses comestibles similaires;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1051A;Fabrication de lait liquide et de produits frais;1051A - Fabrication de lait liquide et de produits frais;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1051B;Fabrication de beurre;1051B - Fabrication de beurre;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1051C;Fabrication de fromage;1051C - Fabrication de fromage;1;1
2018;C;Industrie manufacturière;C - Industrie manufacturière;1051D;Fabrication d'autres produits laitiers;1051D - Fabrication d'autres produits laitiers;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1052Z;Fabrication de glaces et sorbets;1052Z - Fabrication de glaces et sorbets;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1061A;Meunerie;1061A - Meunerie;1;1
2018;C;Industrie manufacturière;C - Industrie manufacturière;1061B;Autres activités du travail des grains;1061B - Autres activités du travail des grains;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1062Z;Fabrication de produits amylacés;1062Z - Fabrication de produits amylacés;1;1
2018;C;Industrie manufacturière;C - Industrie manufacturière;1071A;Fabrication industrielle de pain et de pâtisserie fraîche;1071A - Fabrication industrielle de pain et de pâtisserie fraîche;1;1
2018;C;Industrie manufacturière;C - Industrie manufacturière;1071B;Cuisson de produits de boulangerie;1071B - Cuisson de produits de boulangerie;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1071C;Boulangerie et boulangerie-pâtisserie;1071C - Boulangerie et boulangerie-pâtisserie;1;1
2018;C;Industrie manufacturière;C - Industrie manufacturière;1071D;Pâtisserie;1071D - Pâtisserie;1;1
2018;C;Industrie manufacturière;C - Industrie manufacturière;1072Z;Fabrication de biscuits, biscottes et pâtisseries de conservation;1072Z - Fabrication de biscuits, biscottes et pâtisseries de conservation;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1073Z;Fabrication de pâtes alimentaires;1073Z - Fabrication de pâtes alimentaires;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1081Z;Fabrication de sucre;1081Z - Fabrication de sucre;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1082Z;Fabrication de cacao, chocolat et de produits de confiserie;1082Z - Fabrication de cacao, chocolat et de produits de confiserie;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1083Z;Transformation du thé et du café;1083Z - Transformation du thé et du café;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1084Z;Fabrication de condiments et assaisonnements;1084Z - Fabrication de condiments et assaisonnements;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1085Z;Fabrication de plats préparés;1085Z - Fabrication de plats préparés;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1086Z;Fabrication d'aliments homogénéisés et diététiques;1086Z - Fabrication d'aliments homogénéisés et diététiques;1;1
2018;C;Industrie manufacturière;C - Industrie manufacturière;1089Z;Fabrication d'autres produits alimentaires n.c.a.;1089Z - Fabrication d'autres produits alimentaires n.c.a.;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1091Z;Fabrication d'aliments pour animaux de ferme;1091Z - Fabrication d'aliments pour animaux de ferme;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1092Z;Fabrication d'aliments pour animaux de compagnie;1092Z - Fabrication d'aliments pour animaux de compagnie;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1101Z;Production de boissons alcooliques distillées;1101Z - Production de boissons alcooliques distillées;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1102A;Fabrication de vins effervescents;1102A - Fabrication de vins effervescents;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1102B;Vinification;1102B - Vinification;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1103Z;Fabrication de cidre et de vins de fruits;1103Z - Fabrication de cidre et de vins de fruits;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1104Z;Production d'autres boissons fermentées non distillées;1104Z - Production d'autres boissons fermentées non distillées;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1105Z;Fabrication de bière;1105Z - Fabrication de bière;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1106Z;Fabrication de malt;1106Z - Fabrication de malt;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1107A;Industrie des eaux de table;1107A - Industrie des eaux de table;1;1
2018;C;Industrie manufacturière;C - Industrie manufacturière;1107B;Production de boissons rafraîchissantes;1107B - Production de boissons rafraîchissantes;1;1
2018;C;Industrie manufacturière;C - Industrie manufacturière;1200Z;Fabrication de produits à base de tabac;1200Z - Fabrication de produits à base de tabac;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1310Z;Préparation de fibres textiles et filature;1310Z - Préparation de fibres textiles et filature;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1320Z;Tissage;1320Z - Tissage;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1330Z;Ennoblissement textile;1330Z - Ennoblissement textile;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1391Z;Fabrication d'étoffes à mailles;1391Z - Fabrication d'étoffes à mailles;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1392Z;Fabrication d'articles textiles, sauf habillement;1392Z - Fabrication d'articles textiles, sauf habillement;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1393Z;Fabrication de tapis et moquettes;1393Z - Fabrication de tapis et moquettes;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1394Z;Fabrication de ficelles, cordes et filets;1394Z - Fabrication de ficelles, cordes et filets;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1395Z;Fabrication de non-tissés, sauf habillement;1395Z - Fabrication de non-tissés, sauf habillement;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1396Z;Fabrication d'autres textiles techniques et industriels;1396Z - Fabrication d'autres textiles techniques et industriels;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1399Z;Fabrication d'autres textiles n.c.a.;1399Z - Fabrication d'autres textiles n.c.a.;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1411Z;Fabrication de vêtements en cuir;1411Z - Fabrication de vêtements en cuir;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1412Z;Fabrication de vêtements de travail;1412Z - Fabrication de vêtements de travail;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1413Z;Fabrication de vêtements de dessus;1413Z - Fabrication de vêtements de dessus;2;2
2018;C;Industrie manufacturière;C - Industrie manufacturière;1414Z;Fabrication de vêtements de dessous;1414Z - Fabrication de vêtements de dessous;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1419Z;Fabrication d'autres vêtements et accessoires;1419Z - Fabrication d'autres vêtements et accessoires;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1420Z;Fabrication d'articles en fourrure;1420Z - Fabrication d'articles en fourrure;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1431Z;Fabrication d'articles chaussants à mailles;1431Z - Fabrication d'articles chaussants à mailles;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1439Z;Fabrication d'autres articles à mailles;1439Z - Fabrication d'autres articles à mailles;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1511Z;"Apprêt et tannage des cuirs ; préparation et teinture des fourrures";"1511Z - Apprêt et tannage des cuirs ; préparation et teinture des fourrures";0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1512Z;Fabrication d'articles de voyage, de maroquinerie et de sellerie;1512Z - Fabrication d'articles de voyage, de maroquinerie et de sellerie;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1520Z;Fabrication de chaussures;1520Z - Fabrication de chaussures;2;2
2018;C;Industrie manufacturière;C - Industrie manufacturière;1610A;Sciage et rabotage du bois, hors imprégnation;1610A - Sciage et rabotage du bois, hors imprégnation;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1610B;Imprégnation du bois;1610B - Imprégnation du bois;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1621Z;Fabrication de placage et de panneaux de bois;1621Z - Fabrication de placage et de panneaux de bois;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1622Z;Fabrication de parquets assemblés;1622Z - Fabrication de parquets assemblés;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1623Z;Fabrication de charpentes et d'autres menuiseries;1623Z - Fabrication de charpentes et d'autres menuiseries;2;2
2018;C;Industrie manufacturière;C - Industrie manufacturière;1624Z;Fabrication d'emballages en bois;1624Z - Fabrication d'emballages en bois;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1629Z;"Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie";"1629Z - Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie";0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1711Z;Fabrication de pâte à papier;1711Z - Fabrication de pâte à papier;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1712Z;Fabrication de papier et de carton;1712Z - Fabrication de papier et de carton;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1721A;Fabrication de carton ondulé;1721A - Fabrication de carton ondulé;1;1
2018;C;Industrie manufacturière;C - Industrie manufacturière;1721B;Fabrication de cartonnages;1721B - Fabrication de cartonnages;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1721C;Fabrication d'emballages en papier;1721C - Fabrication d'emballages en papier;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1722Z;Fabrication d'articles en papier à usage sanitaire ou domestique;1722Z - Fabrication d'articles en papier à usage sanitaire ou domestique;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1723Z;Fabrication d'articles de papeterie;1723Z - Fabrication d'articles de papeterie;3;3
2018;C;Industrie manufacturière;C - Industrie manufacturière;1724Z;Fabrication de papiers peints;1724Z - Fabrication de papiers peints;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1729Z;Fabrication d'autres articles en papier ou en carton;1729Z - Fabrication d'autres articles en papier ou en carton;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1811Z;Imprimerie de journaux;1811Z - Imprimerie de journaux;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1812Z;Autre imprimerie (labeur);1812Z - Autre imprimerie (labeur);2;2
2018;C;Industrie manufacturière;C - Industrie manufacturière;1813Z;Activités de pré-presse;1813Z - Activités de pré-presse;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1814Z;Reliure et activités connexes;1814Z - Reliure et activités connexes;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1820Z;Reproduction d'enregistrements;1820Z - Reproduction d'enregistrements;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1910Z;Cokéfaction;1910Z - Cokéfaction;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;1920Z;Raffinage du pétrole;1920Z - Raffinage du pétrole;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;2011Z;Fabrication de gaz industriels;2011Z - Fabrication de gaz industriels;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;2012Z;Fabrication de colorants et de pigments;2012Z - Fabrication de colorants et de pigments;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;2013A;Enrichissement et retraitement de matières nucléaires;2013A - Enrichissement et retraitement de matières nucléaires;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;2013B;Fabrication d'autres produits chimiques inorganiques de base n.c.a.;2013B - Fabrication d'autres produits chimiques inorganiques de base n.c.a.;1;1
2018;C;Industrie manufacturière;C - Industrie manufacturière;2014Z;Fabrication d'autres produits chimiques organiques de base;2014Z - Fabrication d'autres produits chimiques organiques de base;1;1
2018;C;Industrie manufacturière;C - Industrie manufacturière;2015Z;Fabrication de produits azotés et d'engrais;2015Z - Fabrication de produits azotés et d'engrais;1;1
2018;C;Industrie manufacturière;C - Industrie manufacturière;2016Z;Fabrication de matières plastiques de base;2016Z - Fabrication de matières plastiques de base;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;2017Z;Fabrication de caoutchouc synthétique;2017Z - Fabrication de caoutchouc synthétique;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;2020Z;Fabrication de pesticides et d'autres produits agrochimiques;2020Z - Fabrication de pesticides et d'autres produits agrochimiques;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;2030Z;Fabrication de peintures, vernis, encres et mastics;2030Z - Fabrication de peintures, vernis, encres et mastics;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;2041Z;Fabrication de savons, détergents et produits d'entretien;2041Z - Fabrication de savons, détergents et produits d'entretien;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;2042Z;Fabrication de parfums et de produits pour la toilette;2042Z - Fabrication de parfums et de produits pour la toilette;4;4
2018;C;Industrie manufacturière;C - Industrie manufacturière;2051Z;Fabrication de produits explosifs;2051Z - Fabrication de produits explosifs;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;2052Z;Fabrication de colles;2052Z - Fabrication de colles;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;2053Z;Fabrication d'huiles essentielles;2053Z - Fabrication d'huiles essentielles;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;2059Z;Fabrication d'autres produits chimiques n.c.a.;2059Z - Fabrication d'autres produits chimiques n.c.a.;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;2060Z;Fabrication de fibres artificielles ou synthétiques;2060Z - Fabrication de fibres artificielles ou synthétiques;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;2110Z;Fabrication de produits pharmaceutiques de base;2110Z - Fabrication de produits pharmaceutiques de base;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;2120Z;Fabrication de préparations pharmaceutiques;2120Z - Fabrication de préparations pharmaceutiques;7;7
2018;C;Industrie manufacturière;C - Industrie manufacturière;2211Z;Fabrication et rechapage de pneumatiques;2211Z - Fabrication et rechapage de pneumatiques;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;2219Z;Fabrication d'autres articles en caoutchouc;2219Z - Fabrication d'autres articles en caoutchouc;1;1
2018;C;Industrie manufacturière;C - Industrie manufacturière;2221Z;Fabrication de plaques, feuilles, tubes et profilés en matières plastiques;2221Z - Fabrication de plaques, feuilles, tubes et profilés en matières plastiques;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;2222Z;Fabrication d'emballages en matières plastiques;2222Z - Fabrication d'emballages en matières plastiques;2;2
2018;C;Industrie manufacturière;C - Industrie manufacturière;2223Z;Fabrication d'éléments en matières plastiques pour la construction;2223Z - Fabrication d'éléments en matières plastiques pour la construction;0;0
2018;C;Industrie manufacturière;C - Industrie manufacturière;2229A;Fabrication de pièces techniques à base de matières plastiques;2229A - Fabrication de pièces techniques à base de matières plastiques;1;1
